Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,TotalQuantity,AvgQtyPerTrans,MinQuantity,MaxQuantity,CustomerTenure,FirstPurchase,PreferredDay,PreferredHour,PreferredMonth,WeekendRatio,AvgDaysBetween,UniqueDesc,AvgProdPerTrans,UniqueCountries,NegQtyCount,ZeroPriceCount,CancelledTrans,ReturnRatio,TotalTrans,AvgLinesPerInv,Age,SupportTickets,Satisfaction,Churn,RFMSegment,AgeCategory,PreferredTime,LoyaltyLevel,ChurnRisk,BasketSize,RegYear,RegMonth,RegDay,RegWeekday,IP_IsPrivate,IP_FirstOctet,MonetaryPerDay,AvgBasketValue,TenureRatio,FrequencyRatio,Country_TargetEnc,CustomerType_Hyperactif,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Perdu,CustomerType_Régulier,FavoriteSeason_Automne,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Asie,Region_Autre,Region_Europe_C,Region_Europe_E,Region_Europe_N,Region_Europe_S,Region_UK,WeekendPref_Inconnu,WeekendPref_Semaine,WeekendPref_Weekend,ProdDiversity_Explorateur,ProdDiversity_Modéré,ProdDiversity_Spécialisé,Gender_F,Gender_Unknown,AccountStatus_Active,AccountStatus_Closed,AccountStatus_Pending,AccountStatus_Suspended
233,36,11544.21,292.18,20.58,4023.39,1044,25.82,-4333,954,633,262,3,15,1,0.387,230.2,127,2.82,2,66,7,29,0.444,4289,100.0,41.69903795447266,6.0,3.0,0,1,2,0,3,0,2,2017,8,8,3,1,192,49.334230769230764,320.67249999999996,0.3675078864353312,0.056782334384858045,0.19736842105263158,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
224,22,713.35,113.35,23.55,-43.35,374,18.14,-7546,6252,722,346,5,21,9,0.322,90.8,613,28.57,3,96,23,11,0.112,1742,71.29,49.40841787345389,10.0,4.0,0,2,-1,3,3,1,1,2017,8,8,3,1,192,3.1704444444444446,32.425000000000004,0.30982019363762103,0.030428769017980636,0.08695652173913043,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
315,17,230.65,106.67,45.93,-81.12,255,15.29,-4425,4508,402,149,5,17,11,0.656,59.8,186,10.23,4,13,1,40,0.069,7140,100.0,18.48415173391376,2.0,3.0,1,0,0,0,3,2,0,2015,7,5,6,1,192,0.7299050632911392,13.56764705882353,0.7816377171215881,0.04218362282878412,0.18386491557223264,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
241,50,4043.7,166.75,66.53,1181.78,750,15.07,-4345,4225,3,3,1,9,6,0.936,270.8,448,9.54,4,9,2,46,0.735,3883,77.5,49.40841787345389,8.0,4.0,0,3,-1,3,0,1,1,2017,8,8,3,1,192,16.709504132231405,80.874,60.25,12.5,0.18386491557223264,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
243,18,3825.46,323.09,59.05,1028.44,432,18.98,-2398,6287,6,2,6,23,12,0.97,64.6,702,39.87,1,86,24,48,0.08,4421,100.0,49.40841787345389,5.0,5.0,0,0,-1,0,0,0,1,2017,8,8,3,1,192,15.678114754098361,212.52555555555557,34.714285714285715,2.5714285714285716,0.18386491557223264,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
266,29,1436.23,150.77,49.08,383.2,319,10.36,-5476,2951,412,300,1,23,10,0.832,79.4,223,5.13,1,42,33,25,0.024,2600,75.52,49.40841787345389,1.0,4.0,0,3,-1,2,3,3,1,2017,8,8,3,1,10,5.3791385767790265,49.5251724137931,0.6440677966101694,0.07021791767554479,0.18386491557223264,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
187,43,10317.88,230.23,110.57,1237.96,688,12.24,-7698,3473,623,596,5,4,11,0.769,37.1,536,12.78,1,7,35,25,0.95,3141,56.62,24.5894786618374,6.0,4.0,0,3,0,3,3,0,2,2017,8,8,3,1,192,54.88234042553191,239.9506976744186,0.29967948717948717,0.06891025641025642,0.29411764705882354,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
119,48,5553.28,249.05,39.87,899.93,1296,28.75,-5170,3532,486,98,3,21,9,0.545,274.5,469,9.67,4,0,16,11,0.185,6822,100.0,62.60248336097199,6.0,5.0,0,3,4,2,3,0,2,2017,8,8,3,0,24,46.27733333333333,115.69333333333333,0.24435318275154005,0.09856262833675565,0.18386491557223264,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
259,42,1439.6,190.09,2.44,243.88,966,25.71,-4725,3383,604,91,4,1,4,0.54,230.5,113,2.07,2,44,18,41,0.844,4166,85.06,49.40841787345389,6.0,3.0,0,0,-1,0,3,0,1,2017,8,8,3,0,71,5.536923076923077,34.27619047619047,0.428099173553719,0.06942148760330578,0.18386491557223264,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
190,18,-2829.0,5.0,64.93,-1060.98,342,19.07,-5292,1983,252,245,2,20,4,0.611,154.8,783,42.79,3,91,28,30,0.953,5457,100.0,60.494755171719696,12.0,3.0,0,3,4,3,3,1,0,2017,8,8,3,0,148,-14.811518324607329,-157.16666666666666,0.7509881422924901,0.07114624505928854,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
242,5,13839.45,500.0,47.49,3177.64,10,5.31,-4881,2167,300,137,0,23,4,0.983,64.3,998,100.0,3,74,18,25,0.752,4229,100.0,49.40841787345389,1.0,4.0,0,0,-1,3,3,2,1,2017,8,8,3,1,10,56.952469135802474,2767.8900000000003,0.8039867109634552,0.016611295681063124,0.17391304347826086,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
175,2,291.78,257.72,46.82,236.69,8,2.45,-7537,1245,456,369,5,9,2,0.034,202.5,384,100.0,5,72,36,37,0.104,8932,100.0,36.757780696263225,11.0,4.0,1,1,2,0,3,1,1,2017,8,8,3,1,192,1.657840909090909,145.89,0.38293216630196936,0.00437636761487965,0.18386491557223264,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
191,7,10068.9,500.0,39.11,3216.87,70,12.25,-154,5944,260,214,5,13,3,0.471,235.8,96,13.51,4,42,35,27,0.17,9532,100.0,56.22629237982096,5.0,2.0,0,1,4,2,3,1,0,2017,8,8,3,0,66,52.442187499999996,1438.4142857142856,0.7318007662835249,0.02681992337164751,0.18386491557223264,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
204,16,7564.99,466.49,59.34,1840.28,176,11.12,-7713,7182,574,312,5,13,5,0.211,90.3,372,22.73,1,10,29,5,0.179,8942,100.0,49.40841787345389,3.0,2.0,0,3,-1,0,3,0,1,2017,8,8,3,1,10,36.90239024390244,472.811875,0.35478260869565215,0.02782608695652174,0.18386491557223264,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
341,7,3005.24,421.29,92.39,702.73,42,4.87,-827,1613,329,131,2,22,4,0.607,116.4,413,57.95,3,40,10,0,0.654,4956,100.0,59.14907746751033,1.0,2.0,1,0,4,4,3,1,0,2017,8,8,3,1,10,8.787251461988303,429.32,1.0333333333333334,0.021212121212121213,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
113,25,5935.5,321.74,95.04,1255.4,150,9.55,-6633,4213,170,80,0,14,1,0.584,78.1,722,29.41,2,64,8,1,0.18,512,15.37,49.40841787345389,0.0,3.0,0,0,-1,0,2,0,2,2017,8,8,3,0,8,52.06578947368421,237.42,0.6608187134502924,0.14619883040935672,0.26666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
25,9,7274.97,500.0,113.28,853.22,144,18.63,-4577,3128,599,175,3,11,8,0.935,130.2,875,95.98,2,39,36,26,0.03,2124,100.0,49.40841787345389,8.0,1.0,0,2,-1,2,3,2,2,2017,8,8,3,1,192,279.8065384615385,808.33,0.041666666666666664,0.015,0.18386491557223264,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
153,42,11413.55,308.2,71.3,2165.19,1134,27.25,-2479,7072,144,57,6,8,4,0.348,89.4,308,6.34,4,51,33,41,0.459,4136,82.77,49.40841787345389,14.0,4.0,0,0,-1,4,2,0,-1,2017,8,8,3,0,205,74.11396103896104,271.75119047619046,1.0551724137931036,0.2896551724137931,0.18386491557223264,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
18,28,7299.36,226.67,93.92,486.22,756,25.7,-1673,5866,238,128,5,23,4,0.778,177.5,59,4.36,2,66,19,7,0.589,2328,75.56,64.81547920044747,10.0,4.0,0,2,4,4,3,1,0,2017,8,8,3,1,10,384.1768421052631,260.69142857142856,0.07531380753138076,0.11715481171548117,0.043478260869565216,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
36,32,5706.71,139.65,67.61,2092.1,160,4.26,-3029,4221,545,356,4,1,7,0.725,342.3,552,17.42,5,86,3,49,0.46,634,20.95,22.85922482754868,5.0,4.0,0,2,0,4,3,0,1,2017,8,8,3,1,192,154.2354054054054,178.3346875,0.06593406593406594,0.05860805860805861,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
138,10,4208.74,421.74,38.63,758.25,50,2.58,-6519,1909,248,193,1,14,6,0.44,102.9,841,83.29,4,82,4,9,0.489,2798,100.0,49.40841787345389,4.0,2.0,0,3,-1,4,3,1,0,2017,8,8,3,0,88,30.27870503597122,420.87399999999997,0.5542168674698795,0.040160642570281124,0.08695652173913043,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
65,19,6812.46,308.95,105.66,1290.6,456,21.76,-2148,6169,427,295,5,19,2,0.527,151.1,892,48.15,4,44,12,8,0.457,6483,100.0,69.68422419763183,8.0,5.0,0,3,5,3,3,0,1,2017,8,8,3,1,10,103.21909090909091,358.55052631578945,0.15186915887850466,0.04439252336448598,0.20833333333333334,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
30,3,8678.22,500.0,36.1,1931.51,84,26.4,-2360,7771,486,47,6,15,4,0.462,135.9,516,100.0,5,8,3,10,0.265,2514,100.0,30.037609079980854,4.0,4.0,0,3,1,1,3,2,0,2017,8,8,3,0,175,279.9425806451613,2892.74,0.061601642710472276,0.006160164271047228,0.20833333333333334,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
202,23,5679.78,242.75,41.1,1197.15,621,30.1,-948,4504,407,180,5,19,12,0.935,72.4,353,16.62,5,100,9,3,0.956,2319,89.78,49.40841787345389,1.0,2.0,0,2,-1,0,3,0,2,2017,8,8,3,1,192,27.979211822660098,246.9469565217391,0.4950980392156863,0.056372549019607844,0.18386491557223264,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
43,21,13524.71,500.0,67.09,1933.84,399,18.37,-590,5005,129,5,1,7,2,0.112,355.2,32,1.0,2,69,44,29,0.838,7146,100.0,49.40841787345389,6.0,4.0,0,0,-1,4,2,1,0,2017,8,8,3,1,192,307.3797727272727,644.0338095238095,0.33076923076923076,0.16153846153846155,0.18386491557223264,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
49,9,3550.62,347.84,53.69,1403.06,72,8.12,-1830,6237,110,13,1,17,12,0.592,189.2,549,60.35,1,79,43,36,0.323,9840,100.0,59.32288564590952,5.0,1.0,1,0,4,3,2,1,1,2017,8,8,3,0,215,71.0124,394.5133333333333,0.44144144144144143,0.08108108108108109,0.18386491557223264,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,5,3141.37,500.0,16.76,1095.82,105,17.83,-220,6302,299,246,5,9,3,0.384,219.8,905,100.0,3,44,43,38,0.04,5314,100.0,53.27107704850353,4.0,4.0,0,3,3,2,3,0,2,2017,8,8,3,1,192,1570.685,628.274,0.0033333333333333335,0.016666666666666666,0.08695652173913043,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
58,39,9699.54,245.87,87.68,611.86,897,25.72,-6329,1243,569,61,4,8,11,0.095,66.1,365,11.57,4,82,1,26,0.858,1385,27.54,77.08198503932094,11.0,5.0,0,2,5,4,3,3,1,2017,8,8,3,0,127,164.39898305084748,248.70615384615388,0.10175438596491228,0.06842105263157895,0.09090909090909091,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
245,45,3171.65,129.73,35.91,420.32,90,1.0,-4748,3591,3,3,5,11,11,0.244,294.5,771,17.62,4,18,45,16,0.742,3131,61.0,27.921790708475093,12.0,4.0,0,3,1,4,0,1,-1,2017,8,8,3,1,10,12.892886178861788,70.48111111111112,61.25,11.25,0.29411764705882354,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
175,14,8161.66,500.0,85.78,1003.74,406,32.85,-4351,4237,715,664,2,17,10,0.614,319.2,17,1.46,3,2,9,8,0.081,7751,100.0,31.374269059789576,10.0,2.0,0,3,1,2,3,1,2,2017,8,8,3,0,148,46.373068181818184,582.9757142857143,0.24441340782122906,0.019553072625698324,0.14814814814814814,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
220,11,-1751.22,5.0,51.63,-249.27,165,16.72,-6231,2695,118,53,3,19,6,0.748,185.9,268,23.99,2,43,46,46,0.698,9625,100.0,29.17467347542143,11.0,5.0,1,1,1,1,2,3,1,2017,8,8,3,0,131,-7.924072398190045,-159.2018181818182,1.8487394957983194,0.09243697478991597,0.19230769230769232,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
263,21,3756.66,177.51,50.11,443.2,168,8.01,-829,5731,358,115,6,2,11,0.511,116.1,394,17.08,3,12,1,5,0.453,3505,100.0,49.40841787345389,10.0,2.0,0,2,-1,1,3,1,2,2017,8,8,3,0,33,14.229772727272726,178.88857142857142,0.7325905292479109,0.0584958217270195,0.11764705882352941,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
158,6,1954.72,245.04,35.99,307.74,120,20.76,-1399,710,79,26,4,9,9,0.508,93.5,239,42.69,1,25,15,28,0.13,5132,100.0,49.40841787345389,9.0,4.0,1,1,-1,3,1,2,1,2017,8,8,3,0,9,12.293836477987421,325.7866666666667,1.975,0.075,0.20833333333333334,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
106,16,1937.78,108.17,67.45,332.04,160,9.71,-7219,1558,21,13,5,7,1,0.644,32.5,310,20.22,2,19,6,4,0.725,5113,100.0,49.40841787345389,8.0,4.0,0,3,-1,2,0,0,0,2017,8,8,3,0,45,18.110093457943925,121.11125,4.818181818181818,0.7272727272727273,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
24,9,1284.39,198.14,34.99,-195.6,198,21.11,-7976,827,208,131,3,0,4,0.149,153.3,36,3.67,4,63,8,44,0.356,3096,100.0,49.40841787345389,5.0,5.0,0,3,-1,1,3,3,1,2017,8,8,3,0,81,51.375600000000006,142.71,0.11483253588516747,0.0430622009569378,0.08695652173913043,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
236,3,5195.65,500.0,145.44,1631.92,39,14.51,-1176,2446,498,109,3,22,8,0.179,213.2,169,57.07,3,22,46,48,0.91,932,100.0,49.40841787345389,4.0,5.0,1,1,-1,4,3,2,1,2017,8,8,3,1,192,21.922573839662444,1731.8833333333332,0.4729458917835671,0.006012024048096192,0.18386491557223264,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
259,37,12247.38,331.19,80.59,2169.54,851,24.0,-3443,7701,185,7,6,6,4,0.959,171.5,245,7.53,3,82,23,0,0.043,5533,100.0,27.42916577006438,4.0,3.0,0,2,1,4,3,0,1,2017,8,8,3,1,10,47.10530769230769,331.01027027027027,1.39247311827957,0.1989247311827957,0.18386491557223264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
108,37,10275.21,237.36,83.15,3432.51,407,9.93,-6775,5650,659,466,6,8,6,0.963,191.1,272,7.83,2,30,8,17,0.937,5630,100.0,51.593470670000016,8.0,4.0,0,3,3,0,3,3,0,2017,8,8,3,1,192,94.26798165137613,277.70837837837837,0.16363636363636364,0.05606060606060606,0.18386491557223264,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
170,4,8970.45,500.0,15.48,542.46,28,12.02,-1145,5168,286,218,2,12,11,0.776,325.2,85,21.64,4,69,45,13,0.088,1625,100.0,49.40841787345389,5.0,4.0,0,2,-1,0,3,0,1,2017,8,8,3,0,88,52.458771929824564,2242.6125,0.5923344947735192,0.013937282229965157,0.20833333333333334,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
154,28,6365.52,235.59,76.1,1700.94,672,23.18,-1211,93,241,188,1,23,1,0.791,98.6,686,24.57,3,98,28,11,0.036,9967,100.0,49.26182044536943,8.0,2.0,0,2,3,1,3,0,-1,2017,8,8,3,1,10,41.06787096774194,227.34,0.6363636363636364,0.11570247933884298,0.17391304347826086,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
108,31,7081.43,326.74,62.5,2311.24,124,3.67,-6204,26,324,125,0,21,10,0.093,213.5,243,8.31,5,50,7,3,0.582,1832,53.01,49.40841787345389,11.0,5.0,0,1,-1,0,3,1,1,2017,8,8,3,0,72,64.96724770642201,228.43322580645162,0.3323076923076923,0.09538461538461539,0.043478260869565216,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
200,6,5141.29,500.0,32.52,1687.49,72,8.04,-2988,3111,181,36,4,15,4,0.371,55.7,337,55.92,3,5,11,7,0.611,1949,100.0,49.40841787345389,2.0,4.0,1,0,-1,3,3,2,-1,2014,3,5,2,1,192,25.57855721393035,856.8816666666667,1.098901098901099,0.03296703296703297,0.25,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
216,17,14108.1,500.0,112.5,1638.23,34,1.88,-4752,4261,698,642,4,21,7,0.454,229.4,873,50.24,3,16,1,5,0.198,4062,100.0,36.569300745249166,6.0,4.0,0,1,2,0,3,3,2,2017,8,8,3,1,192,65.01428571428572,829.8882352941176,0.3090128755364807,0.024320457796852647,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
144,41,4731.85,112.16,13.79,910.3,82,6.28,-5034,7870,253,176,6,5,6,0.143,33.1,588,13.14,1,64,8,19,0.876,7049,100.0,59.52722625188843,7.0,3.0,0,1,4,3,3,0,1,2017,8,8,3,1,192,32.63344827586207,115.41097560975611,0.5669291338582677,0.16141732283464566,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
111,39,13725.39,319.73,25.71,3789.5,312,9.11,-1820,4544,218,27,4,20,9,0.024,52.5,900,23.39,1,91,6,22,0.802,8014,100.0,68.81702669076694,9.0,5.0,0,2,5,4,3,0,1,2017,8,8,3,1,10,122.548125,351.9330769230769,0.5068493150684932,0.1780821917808219,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
116,21,10772.13,500.0,49.65,2368.03,252,13.69,-4846,2930,429,101,3,13,11,0.221,58.1,598,28.2,3,43,28,16,0.283,7323,100.0,40.7282264500916,0.0,4.0,0,1,2,1,3,2,1,2017,8,8,3,0,46,92.06948717948717,512.9585714285714,0.26976744186046514,0.04883720930232558,0.043478260869565216,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
23,46,8469.64,259.67,93.91,2583.06,1334,28.92,-5132,493,397,117,2,0,3,0.967,228.2,712,16.2,3,60,31,0,0.443,9271,100.0,49.40841787345389,14.0,3.0,0,3,-1,3,3,0,2,2017,8,8,3,0,218,352.90166666666664,184.12260869565216,0.05778894472361809,0.11557788944723618,0.18386491557223264,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
262,17,6733.69,399.26,35.24,2122.31,187,11.63,-6800,4542,131,82,4,1,5,0.927,249.7,352,20.42,1,94,19,38,0.783,5851,100.0,30.44967321852499,2.0,4.0,0,0,1,1,2,0,2,2017,8,8,3,1,192,25.60338403041825,396.09941176470585,1.9848484848484849,0.12878787878787878,0.18386491557223264,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
116,22,4912.23,198.67,16.83,1334.02,66,5.92,-621,7652,489,312,3,11,7,0.233,3.9,922,40.72,5,15,22,37,0.833,1448,63.15,36.73486787639601,12.0,3.0,0,3,2,0,3,1,1,2017,8,8,3,1,192,41.98487179487179,223.2831818181818,0.23673469387755103,0.044897959183673466,0.20833333333333334,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
62,19,9610.75,359.51,31.91,2665.87,152,10.44,-3266,4764,195,140,6,5,12,0.94,302.0,620,33.44,4,67,24,48,0.796,9305,100.0,18.410509971021405,15.0,4.0,0,3,0,3,3,0,0,2017,8,8,3,1,192,152.5515873015873,505.82894736842104,0.3163265306122449,0.09693877551020408,0.18386491557223264,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
251,42,14556.37,229.91,31.57,3268.01,1218,28.29,-183,6027,578,249,5,1,11,0.34,291.9,793,20.16,2,66,14,48,0.268,712,12.76,31.867344324538017,12.0,5.0,0,1,1,2,3,0,2,2017,8,8,3,0,25,57.76337301587302,346.5802380952381,0.43350604490500866,0.07253886010362694,0.14814814814814814,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
229,32,12084.46,376.36,56.41,2167.86,800,25.08,-4719,3473,262,168,2,4,1,0.757,79.2,599,18.93,3,6,32,13,0.765,4509,100.0,65.99447146504693,6.0,3.0,0,0,5,0,3,0,0,2017,8,8,3,1,10,52.5411304347826,377.639375,0.870722433460076,0.12167300380228137,0.19736842105263158,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
269,14,1296.71,140.97,31.26,492.02,28,3.43,-1965,4876,294,113,0,9,12,0.378,32.6,653,44.62,4,59,35,1,0.633,3004,100.0,23.34651544876998,14.0,4.0,1,0,0,1,3,3,0,2017,8,8,3,1,10,4.80262962962963,92.62214285714286,0.911864406779661,0.04745762711864407,0.18386491557223264,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
105,25,7284.4,327.93,33.14,571.06,150,4.72,-7057,6684,291,109,2,16,9,0.048,212.6,780,31.36,3,22,29,15,0.526,1766,59.61,22.911846396657765,2.0,5.0,0,3,0,0,3,1,0,2017,8,8,3,0,167,68.72075471698113,291.376,0.3595890410958904,0.08561643835616438,0.19736842105263158,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
180,7,7080.0,500.0,45.07,2220.59,189,27.2,-2102,5336,50,7,1,16,11,0.965,317.1,458,64.5,1,67,15,44,0.964,4003,100.0,58.27863547100856,7.0,3.0,0,3,4,4,1,3,0,2017,8,8,3,1,10,39.11602209944751,1011.4285714285714,3.5294117647058822,0.13725490196078433,0.125,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
267,47,3967.2,134.9,10.27,1294.76,893,18.2,-7410,5151,291,156,0,5,9,0.271,128.1,324,6.9,3,19,8,47,0.598,5806,100.0,49.51851483536123,14.0,3.0,0,1,3,2,3,0,2,2010,4,6,1,1,192,14.802985074626864,84.40851063829787,0.9143835616438356,0.16095890410958905,0.18386491557223264,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
103,18,12724.59,500.0,79.53,3797.47,72,4.0,-1761,7141,110,42,5,0,3,0.053,352.3,629,33.16,4,76,43,44,0.869,685,27.29,66.79747033222435,4.0,5.0,0,2,5,1,2,2,0,2017,8,8,3,0,38,122.35182692307693,706.9216666666666,0.9279279279279279,0.16216216216216217,0.18386491557223264,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
277,27,10423.22,285.04,44.48,2762.47,162,6.87,-6838,3000,499,305,0,19,8,0.993,355.7,956,34.72,2,71,9,25,0.752,8743,100.0,49.40841787345389,5.0,2.0,0,0,-1,2,3,0,0,2017,8,8,3,0,147,37.493597122302155,386.0451851851852,0.554,0.054,0.20833333333333334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
166,48,9003.26,199.26,29.28,301.72,528,10.82,-589,6641,287,49,5,17,2,0.64,5.4,67,1.95,1,35,35,10,0.045,1391,27.38,53.41064776021252,0.0,4.0,0,3,3,2,3,0,0,2017,8,8,3,1,192,53.91173652694611,187.56791666666666,0.5763888888888888,0.16666666666666666,0.18386491557223264,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
46,38,6556.19,201.41,58.48,2322.98,228,7.58,-3684,1280,205,46,0,8,4,0.446,239.3,413,10.64,5,97,31,32,0.267,857,18.91,77.27007654398466,9.0,5.0,0,2,5,2,3,0,0,2011,10,6,3,1,10,139.49340425531915,172.53131578947367,0.22330097087378642,0.18446601941747573,0.18386491557223264,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
43,3,3661.1,500.0,61.57,423.68,57,20.77,-7513,3256,419,325,3,16,7,0.825,128.1,866,100.0,3,67,46,12,0.609,87,10.73,49.40841787345389,8.0,1.0,0,2,-1,1,3,0,1,2017,8,8,3,0,70,83.20681818181818,1220.3666666666666,0.10238095238095238,0.007142857142857143,0.18386491557223264,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
